GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
4.012,5.273,20.56,82.5,30.18,11.5,27.56,62.02,55.61,44.21,10.05,18.4,29.49,347.44,11.29,8.78,21.27,53.25,314.86,24.42,8.56,34.64,59.2,336.45,27.52,9.72,25.47,50.99,1054.36,Yes
3.221,2.091,31.01,127.1,75.0,5.05,-2.05,86.27,618.98,79.62,5.27,38.32,71.72,510.35,83.54,5.71,35.23,75.3,479.7,88.18,2.83,22.37,88.27,413.73,81.59,4.72,23.47,80.39,2022.76,No
5.538,6.334,24.32,57.2,21.9,11.98,28.62,40.42,209.94,26.63,11.33,24.65,61.18,315.07,42.97,10.33,32.1,39.36,43.0,43.7,8.99,17.55,25.77,59.72,33.8,10.66,25.73,41.68,627.73,Yes
5.724,5.022,17.06,40.3,13.04,10.17,20.05,35.57,45.41,44.59,8.96,26.44,48.47,153.93,17.7,10.47,17.54,25.19,266.3,18.35,7.84,24.5,42.47,265.72,23.42,9.36,22.13,37.92,731.36,Yes
2.512,3.126,57.79,119.6,57.67,0.8,-0.73,79.06,460.99,77.43,1.96,15.26,98.26,433.37,69.42,1.54,22.46,92.09,681.37,75.76,5.13,34.25,74.71,467.04,70.07,2.36,17.81,86.03,2042.77,No
1.757,3.052,40.28,262.4,61.61,0.18,37.38,79.79,630.41,97.38,3.39,14.86,78.05,725.27,84.1,3.99,16.31,95.35,642.63,64.16,3.6,16.51,70.2,677.86,76.81,2.79,21.26,80.85,2676.17,No
6.243,5.557,24.73,46.5,43.9,6.37,21.71,23.35,365.75,42.68,11.12,33.76,24.26,144.6,12.84,7.26,19.59,43.46,100.71,14.04,7.0,17.95,68.65,284.73,28.36,7.94,23.25,39.93,895.79,Yes
3.96,3.923,56.98,274.1,58.33,3.51,-4.14,75.89,375.95,59.03,2.85,14.67,81.08,686.61,83.75,5.62,17.27,78.17,421.01,83.6,5.05,4.19,96.36,572.35,71.18,4.26,8.0,82.88,2055.92,No
2.28,3.111,33.45,247.4,89.62,3.01,37.48,88.86,610.85,51.69,4.5,43.89,84.19,434.47,98.85,1.74,15.46,72.32,416.56,60.83,3.29,22.89,88.19,593.93,75.25,3.14,29.93,83.39,2055.81,No
5.475,4.502,17.87,16.2,19.97,7.35,25.39,48.13,354.36,17.82,9.85,31.35,48.01,95.63,20.5,6.24,21.11,57.23,17.82,18.77,10.24,30.65,42.77,261.78,19.26,8.42,27.12,49.04,729.59,Yes
5.71,4.737,15.09,63.3,14.53,9.96,33.51,68.46,88.47,42.37,8.12,33.01,59.37,27.72,26.29,8.02,30.7,40.51,256.72,34.1,11.85,33.76,41.38,271.34,29.32,9.49,32.74,52.43,644.25,Yes
2.788,3.991,30.59,314.8,60.65,2.72,3.53,76.68,454.05,66.0,0.81,35.47,76.62,531.21,50.8,0.63,39.81,95.11,690.35,70.57,0.85,0.39,88.17,685.57,62.0,1.25,19.8,84.15,2361.18,No
5.782,6.338,15.65,19.2,12.74,11.21,30.85,48.73,31.37,20.93,7.79,26.21,32.9,27.36,39.23,7.79,24.05,26.38,300.96,32.62,11.41,24.91,67.07,334.45,26.38,9.55,26.5,43.77,694.14,Yes
2.922,3.904,47.3,276.0,85.82,4.95,24.53,96.15,567.97,91.5,5.71,20.06,88.15,603.55,89.07,4.94,-3.64,92.0,668.93,85.02,4.28,-2.93,83.26,681.82,87.85,4.97,9.51,89.89,2522.27,No
4.076,5.084,20.7,87.7,47.13,9.17,30.08,41.97,279.78,18.19,8.23,27.68,20.91,270.92,43.42,8.39,23.96,62.56,290.87,21.53,7.94,28.58,48.16,60.84,32.57,8.43,27.58,43.4,902.41,Yes
2.1,2.791,42.8,190.6,84.98,0.18,29.53,83.72,633.38,73.85,5.86,11.73,99.48,399.37,84.19,2.73,36.11,93.69,675.08,54.74,4.93,5.7,70.77,456.65,74.44,3.42,20.77,86.92,2164.48,No
5.689,4.99,16.33,15.9,47.97,11.28,33.14,69.58,78.12,24.22,10.02,24.68,40.92,134.18,33.75,9.45,18.23,43.59,207.55,32.81,7.26,29.85,21.26,133.06,34.69,9.5,26.48,43.84,552.91,Yes
2.584,2.356,32.44,341.6,97.73,2.16,39.16,74.46,726.05,67.52,2.28,18.14,91.55,644.87,73.98,3.14,-3.5,79.13,504.76,77.94,3.35,30.49,91.51,463.2,79.29,2.73,21.07,84.16,2338.88,No
2.072,3.112,29.56,444.3,83.24,4.26,41.77,98.27,581.87,74.77,2.01,30.78,86.15,724.83,61.93,1.86,10.8,94.18,412.14,72.78,2.57,-1.34,82.32,567.52,73.18,2.68,20.5,90.23,2286.36,No
6.048,5.389,19.85,83.5,47.44,11.94,22.93,69.55,58.47,20.14,6.53,20.43,58.4,319.85,41.16,9.79,25.28,55.44,146.56,43.65,10.06,28.96,46.8,331.96,38.1,9.58,24.4,57.55,856.84,Yes
5.892,5.106,22.07,38.9,19.16,9.58,33.56,66.46,128.21,31.11,7.27,34.91,69.06,243.57,42.18,10.29,26.86,22.67,170.54,36.99,10.07,22.46,67.08,62.76,32.36,9.3,29.45,56.32,605.08,Yes
5.727,6.217,19.53,77.2,43.72,10.27,25.16,51.29,262.69,20.12,10.86,34.01,43.26,262.9,39.48,9.97,25.94,64.08,168.35,12.44,11.07,28.48,62.46,51.96,28.94,10.54,28.4,55.27,745.9,Yes
2.498,2.125,25.04,360.2,52.13,1.26,31.12,89.97,402.5,83.0,5.58,-1.27,82.47,648.54,83.39,1.36,3.15,93.53,733.59,88.38,5.78,25.25,97.87,633.91,76.72,3.5,14.56,90.96,2418.54,No
6.234,5.085,20.73,96.8,49.3,8.7,31.95,35.1,139.43,16.59,7.26,28.14,45.54,86.67,26.12,8.24,34.75,62.68,145.49,46.56,8.06,28.36,68.33,146.35,34.64,8.06,30.8,52.91,517.94,Yes
5.856,4.42,16.2,6.8,38.96,11.57,23.61,25.96,192.15,23.95,8.25,27.43,55.94,41.48,11.42,11.97,19.65,22.69,71.2,11.56,8.35,31.05,37.06,166.57,21.47,10.04,25.44,35.41,471.4,Yes
3.136,2.336,43.06,217.5,53.06,0.84,9.53,99.29,737.13,91.38,1.4,17.08,83.19,520.11,52.24,3.21,-1.36,94.06,634.24,67.64,3.88,6.65,77.96,492.8,66.08,2.33,7.98,88.62,2384.28,No
5.183,5.404,23.09,19.0,44.87,10.55,29.45,24.34,8.12,33.76,11.18,26.69,30.66,33.94,37.98,10.33,18.45,21.41,153.11,33.31,10.24,31.2,50.53,41.58,37.48,10.58,26.45,31.74,236.75,Yes
5.655,4.889,23.09,29.5,32.85,10.47,22.58,35.14,172.25,42.72,11.58,25.9,53.07,338.73,13.94,7.39,29.18,61.19,321.39,26.6,6.54,23.76,31.54,109.2,29.03,9.0,25.36,45.24,941.57,Yes
5.464,5.467,19.46,83.6,20.6,8.69,25.75,53.18,293.99,25.79,9.88,18.01,66.63,143.65,39.18,6.12,19.1,44.35,329.34,31.09,11.58,24.68,44.52,44.91,29.16,9.07,21.88,52.17,811.89,Yes
2.232,1.709,42.07,121.9,99.92,2.15,42.92,93.19,529.23,55.92,1.42,28.65,94.9,742.29,56.61,0.94,-2.88,77.81,682.9,59.91,3.29,17.32,79.77,606.88,68.09,1.95,21.5,86.42,2561.3,No
4.048,5.931,16.71,4.4,36.15,10.64,31.28,44.68,77.01,39.49,10.2,19.93,65.17,39.14,49.31,11.16,28.76,66.94,270.87,17.62,8.65,16.43,39.48,278.1,35.64,10.16,24.1,54.07,665.12,Yes
5.886,4.983,20.91,66.1,13.14,9.27,29.19,28.37,292.74,33.35,11.71,15.85,33.27,225.58,21.86,10.29,30.18,25.13,192.7,30.36,8.22,33.66,61.38,261.45,24.68,9.87,27.22,37.04,972.47,Yes
2.281,3.891,30.21,405.6,81.64,4.9,-3.57,72.34,401.14,79.65,3.62,40.31,84.03,400.52,60.48,0.05,33.84,94.47,749.23,70.61,0.12,6.74,87.63,735.73,73.1,2.17,19.33,84.62,2286.62,No
5.909,4.272,24.81,38.2,41.01,8.06,27.55,29.6,54.76,47.52,11.51,32.75,51.27,303.1,12.76,8.01,21.27,51.78,133.48,15.94,9.58,31.29,39.11,49.6,29.31,9.29,28.21,42.94,540.94,Yes
3.773,3.015,45.68,120.8,87.42,2.87,31.06,94.28,571.42,63.18,0.85,3.03,96.01,421.34,69.23,2.01,38.27,84.33,748.67,86.85,5.11,-0.07,77.59,425.79,76.67,2.71,18.07,88.05,2167.22,No
4.505,5.88,22.09,28.9,12.48,11.15,21.27,29.79,193.52,46.41,6.26,30.32,48.62,159.54,39.76,11.79,19.58,27.18,342.33,36.76,8.63,26.47,57.28,289.89,33.85,9.46,24.41,40.72,985.28,Yes
4.248,5.557,19.47,77.8,18.82,6.99,23.13,66.33,266.41,26.76,9.1,16.68,69.23,249.9,21.42,9.51,17.19,68.29,65.54,35.92,7.47,29.35,58.84,252.53,25.73,8.27,21.59,65.67,834.38,Yes
1.75,3.041,36.89,421.7,79.49,2.33,44.19,71.99,591.67,99.48,4.15,31.99,70.96,383.01,51.81,5.95,43.98,80.04,484.12,57.3,1.97,13.51,92.45,699.86,72.02,3.6,33.42,78.86,2158.66,No
3.324,3.212,26.87,195.1,84.0,1.63,35.72,70.89,446.38,64.07,5.55,34.82,96.52,540.18,91.13,5.12,15.0,99.83,694.21,98.7,5.2,33.81,98.32,532.43,84.48,4.38,29.84,91.39,2213.2,No
2.571,2.432,49.06,412.1,62.67,1.78,21.67,83.33,639.67,75.22,0.67,3.3,97.06,460.27,52.5,4.39,29.2,88.0,563.35,98.48,0.72,20.51,86.92,383.43,72.22,1.89,18.67,88.83,2046.72,No
3.817,1.594,41.45,177.1,76.84,5.12,40.57,81.95,679.42,64.03,0.04,37.76,73.58,381.6,67.69,2.28,-1.14,94.43,527.1,74.5,1.59,20.58,93.0,714.82,70.76,2.26,24.44,85.74,2302.94,No
2.326,1.891,33.3,436.2,84.8,2.73,-3.53,77.99,648.34,75.62,2.61,10.68,88.21,737.39,95.06,0.18,19.05,79.88,566.48,80.31,1.2,34.08,84.25,747.0,83.95,1.68,15.07,82.58,2699.21,No
3.29,3.114,57.08,123.4,58.37,2.49,13.62,82.54,452.42,57.48,3.06,41.4,81.76,391.26,85.31,1.75,7.25,79.73,646.43,90.94,3.53,11.12,79.31,421.62,73.03,2.71,18.35,80.84,1911.73,No
3.821,1.876,53.17,269.7,59.3,2.41,6.08,74.08,464.68,93.37,0.64,43.63,70.15,621.84,92.83,5.6,2.2,90.95,415.26,67.63,4.39,12.3,79.4,418.52,78.28,3.26,16.05,78.65,1920.3,No
3.488,2.634,53.94,275.1,60.85,1.03,32.2,87.25,526.73,74.61,3.3,6.97,81.34,484.65,69.42,3.0,3.67,81.81,519.56,64.3,5.99,-1.32,89.29,440.41,67.3,3.33,10.38,84.92,1971.35,No
5.342,6.277,23.47,12.7,13.72,9.54,25.64,33.32,337.29,47.09,8.42,32.81,39.2,276.31,29.04,6.74,33.56,42.7,275.43,24.69,6.11,17.01,44.81,258.74,28.64,7.7,27.26,40.01,1147.77,Yes
3.021,3.585,41.47,415.4,82.33,0.17,42.44,95.83,732.53,86.57,2.47,5.35,75.4,429.34,61.03,3.3,29.19,79.42,580.78,67.06,4.18,44.42,90.67,397.14,74.25,2.53,30.35,85.33,2139.79,No
5.012,4.063,21.03,29.0,27.32,8.93,16.29,44.3,159.87,38.5,9.87,18.7,30.31,94.13,17.16,9.94,34.89,52.61,227.51,26.4,7.88,33.22,68.45,186.29,27.34,9.15,25.78,48.92,667.8,Yes
2.626,3.677,36.84,390.6,82.88,0.91,33.75,73.38,647.97,99.55,5.75,35.01,86.04,628.06,86.41,0.05,0.12,87.91,377.45,95.45,2.94,7.89,81.81,694.04,91.07,2.41,19.19,82.28,2347.52,No
4.172,5.374,19.17,87.8,18.16,10.96,26.15,22.73,364.44,30.5,7.75,24.39,62.89,114.34,17.71,6.77,20.96,59.0,176.86,19.1,7.0,21.65,67.0,128.64,21.37,8.12,23.29,52.9,784.28,Yes
6.355,5.639,17.31,25.2,28.66,11.39,17.99,61.3,109.24,42.34,11.52,23.55,38.25,300.83,31.18,10.11,27.46,27.64,316.8,17.83,11.59,20.01,56.69,106.75,30.0,11.15,22.25,45.97,833.62,Yes
5.14,5.963,17.0,51.4,33.7,6.28,27.15,28.53,24.39,47.96,11.79,31.17,35.23,36.63,37.37,8.64,17.44,44.76,12.9,46.37,7.55,28.25,35.59,195.03,41.35,8.56,26.0,36.03,268.95,Yes
5.232,5.011,20.31,59.5,10.4,8.78,34.27,45.95,254.08,22.47,10.64,30.46,46.06,366.01,15.02,6.1,30.4,60.36,45.08,20.62,6.11,20.87,58.66,194.24,17.13,7.91,29.0,52.76,859.41,Yes
4.483,5.183,21.82,63.4,27.09,11.4,25.39,45.29,23.34,46.88,7.06,25.57,60.18,80.79,31.09,7.44,30.19,48.22,320.99,45.78,9.89,29.51,47.46,144.16,37.71,8.95,27.67,50.29,569.28,Yes
3.409,2.214,57.24,465.8,77.65,3.79,27.66,77.75,512.0,56.8,5.55,31.19,71.39,581.02,67.15,4.89,12.19,89.32,437.15,77.94,1.76,3.24,88.58,614.49,69.88,4.0,18.57,81.76,2144.66,No
4.377,6.354,21.21,84.7,19.86,10.44,30.62,39.87,143.98,36.31,6.56,29.71,22.14,71.47,36.57,6.59,34.44,63.42,234.86,42.76,11.33,20.19,62.47,73.05,33.88,8.73,28.74,46.98,523.36,Yes
2.153,2.8,59.12,311.2,68.68,2.3,43.35,91.57,632.69,61.6,3.36,12.84,77.21,710.83,69.16,1.7,41.59,75.92,654.56,82.64,5.52,36.6,91.16,492.96,70.52,3.22,33.6,83.96,2491.04,No
3.518,2.167,44.62,257.2,58.57,0.44,22.91,72.93,644.25,96.07,0.97,18.55,92.16,482.56,96.04,5.33,0.19,70.82,741.17,97.82,2.53,-2.47,88.57,485.03,87.12,2.32,9.8,81.12,2353.01,No
2.965,1.874,48.36,496.6,80.25,2.74,9.66,72.76,460.59,77.68,4.52,38.9,93.81,422.05,88.67,3.49,18.46,87.18,378.03,53.39,3.16,3.68,86.37,507.83,75.0,3.48,17.68,85.03,1768.5,No
2.151,1.585,49.8,442.1,56.91,2.31,2.94,73.19,618.06,98.38,4.07,44.24,83.03,711.7,60.25,0.71,30.13,81.14,494.13,83.56,2.0,23.63,78.98,668.91,74.78,2.27,25.24,79.09,2492.8,No
1.671,2.915,37.43,316.0,82.36,3.87,28.68,90.38,415.98,59.59,3.78,15.41,92.89,421.84,59.58,3.35,20.04,77.99,528.13,51.75,0.22,-0.25,87.3,698.89,63.32,2.8,15.97,87.14,2064.84,No
2.099,2.285,44.18,452.5,71.3,3.11,-4.77,71.0,406.41,84.95,2.92,4.65,87.78,579.23,54.44,3.84,33.36,78.6,632.81,59.99,4.54,40.59,83.26,466.73,67.67,3.6,18.46,80.16,2085.18,No
2.158,1.807,30.94,233.6,70.7,5.42,4.78,99.15,678.81,94.07,5.58,32.66,93.66,539.18,75.52,5.59,13.91,71.26,661.03,78.66,4.89,-1.22,88.64,467.89,79.74,5.37,12.53,88.18,2346.91,No
3.67,2.11,50.26,262.0,64.72,3.69,33.44,83.5,549.96,52.94,5.54,37.34,81.94,661.86,65.66,4.38,20.83,83.82,396.2,98.27,5.02,34.67,79.15,483.6,70.4,4.66,31.57,82.1,2091.62,No
5.324,4.804,15.75,89.6,42.11,6.84,30.54,51.29,153.43,20.16,11.16,29.0,47.39,228.59,13.64,8.84,18.87,30.42,247.99,46.45,8.42,19.15,52.44,326.7,30.59,8.82,24.39,45.39,956.71,Yes
3.826,2.302,43.91,284.0,89.16,0.37,26.36,92.82,552.05,55.26,1.47,28.98,96.86,533.1,78.02,1.37,15.61,80.1,620.82,99.23,4.88,4.61,87.33,399.9,80.42,2.02,18.89,89.28,2105.87,No
2.411,1.929,45.77,411.4,65.62,0.16,5.72,90.47,745.91,50.67,1.84,-1.9,79.49,527.22,96.04,0.48,33.86,81.87,679.22,75.67,0.24,42.31,72.48,599.13,72.0,0.68,20.0,81.08,2551.48,No
3.295,2.223,38.62,468.0,78.32,0.58,34.98,77.68,582.26,75.5,1.43,0.79,76.34,411.5,63.78,5.98,15.1,95.92,580.94,83.33,0.94,8.74,85.31,705.43,75.23,2.23,14.9,83.81,2280.13,No
3.298,2.251,51.38,129.6,76.17,0.73,9.67,77.76,689.6,59.68,4.85,34.7,84.97,462.69,61.34,2.79,-4.56,85.94,732.29,57.74,3.44,43.09,95.82,693.89,63.73,2.95,20.72,86.12,2578.47,No
1.587,1.727,45.74,446.5,72.43,3.76,35.49,80.7,620.37,67.52,3.86,5.88,99.34,403.57,75.26,1.72,25.04,82.85,490.0,62.5,1.09,34.14,76.67,665.07,69.43,2.61,25.14,84.89,2179.01,No
2.734,3.81,43.69,346.9,63.35,5.23,-3.78,86.72,518.94,80.2,2.16,30.88,70.61,527.21,91.56,1.5,-2.36,84.9,741.2,53.21,0.42,24.76,77.5,528.84,72.08,2.33,12.38,79.93,2316.19,No
3.985,1.914,33.8,165.2,66.87,1.74,25.06,99.89,394.69,88.92,0.77,-4.01,89.16,702.49,58.81,2.05,3.44,97.2,476.39,72.24,5.37,22.64,97.99,722.42,71.71,2.48,11.78,96.06,2295.99,No
2.301,3.271,59.69,256.0,89.55,1.48,9.09,98.05,384.73,60.87,2.9,15.09,88.88,447.27,53.53,2.22,21.22,86.86,600.56,77.43,1.47,33.23,72.63,449.38,70.34,2.02,19.66,86.6,1881.94,No
5.974,4.262,23.36,40.8,20.51,9.45,31.44,58.93,333.75,47.13,7.43,23.48,20.73,329.75,16.18,11.17,21.59,38.41,14.67,23.08,11.33,15.51,40.32,11.77,26.72,9.84,23.01,39.6,689.94,Yes
2.265,2.153,35.36,244.2,62.22,5.66,16.01,73.42,550.37,59.22,1.3,9.25,73.74,645.42,89.6,2.37,29.45,81.67,436.53,69.86,3.34,-2.95,89.63,653.48,70.22,3.17,12.94,79.61,2285.8,No
3.555,2.273,56.17,476.5,74.79,2.13,15.71,80.03,454.66,80.92,3.38,18.13,72.88,673.83,58.75,0.69,26.15,81.96,397.43,67.78,4.63,25.76,80.88,446.93,70.56,2.71,21.44,78.94,1972.85,No
3.768,1.89,53.79,381.2,98.76,2.78,31.11,85.54,401.03,52.34,0.73,9.81,77.77,648.12,85.8,5.83,10.52,98.15,604.82,74.77,4.01,30.14,75.16,656.89,77.92,3.34,20.4,84.16,2310.86,No
2.39,1.877,36.93,111.7,75.12,5.38,34.77,70.86,705.47,72.62,1.15,32.62,79.69,469.99,58.07,2.92,-0.33,93.57,551.5,72.35,0.01,35.89,84.79,539.96,69.54,2.36,25.74,82.23,2266.92,No
4.841,4.528,18.13,17.9,46.08,8.38,19.91,42.42,120.2,39.78,11.83,23.76,63.05,212.2,16.29,10.14,25.27,52.53,333.63,27.62,11.41,30.01,44.43,226.21,32.44,10.44,24.74,50.61,892.24,Yes
4.255,4.157,18.49,80.5,46.75,11.38,33.4,65.39,197.71,18.78,10.79,19.27,33.36,87.47,30.6,7.93,18.08,42.66,327.72,32.82,11.27,18.92,28.35,215.84,32.24,10.34,22.42,42.44,828.74,Yes
2.551,2.307,44.51,255.5,62.97,5.43,10.42,90.95,505.21,71.76,1.42,32.62,92.12,383.34,53.01,5.53,39.44,85.18,560.01,90.62,0.83,27.68,84.28,653.75,69.59,3.3,27.54,88.13,2102.31,No
2.553,2.617,28.94,355.7,60.54,0.47,44.85,78.09,427.89,84.97,4.93,-1.8,73.16,408.82,52.35,3.96,24.42,89.88,564.63,90.88,3.28,40.94,84.57,671.5,72.18,3.16,27.1,81.42,2072.84,No
4.799,4.233,22.08,73.4,21.42,7.79,24.38,21.09,296.0,22.68,11.12,31.05,53.07,121.83,30.65,8.67,21.78,62.41,181.32,43.31,6.63,17.82,68.87,220.41,29.52,8.55,23.76,51.36,819.56,Yes
3.504,1.557,53.75,336.2,75.94,0.07,34.04,75.94,647.99,50.79,4.78,-3.85,77.08,475.6,57.88,2.89,9.18,99.8,592.49,78.32,1.33,15.43,73.72,660.95,65.73,2.27,13.7,81.63,2377.03,No
2.066,2.729,30.98,369.2,68.42,1.94,18.06,86.28,428.22,85.39,5.3,8.9,75.41,660.19,59.18,0.25,25.96,77.19,439.43,99.08,1.75,40.17,75.35,682.12,78.02,2.31,23.27,78.56,2209.96,No
5.577,5.046,18.96,69.0,39.6,9.06,34.39,67.78,154.66,42.82,9.26,25.24,22.75,215.24,46.02,10.68,30.73,28.0,134.42,19.33,7.9,26.59,38.24,210.26,36.94,9.22,29.24,39.19,714.58,Yes
4.888,5.239,23.7,77.6,13.36,11.34,24.44,57.19,52.51,36.83,7.42,23.77,20.84,56.85,13.68,7.44,17.0,54.6,10.89,34.71,6.84,33.9,66.65,84.56,24.64,8.26,24.78,49.82,204.81,Yes
5.455,5.965,16.69,10.9,39.97,7.83,34.03,55.72,122.53,21.58,9.14,16.58,25.88,65.95,40.99,9.08,15.21,53.68,158.88,30.43,7.28,26.04,68.96,27.54,33.24,8.33,22.96,51.06,374.9,Yes
1.976,2.292,29.77,232.9,64.02,4.42,30.1,98.65,646.66,84.74,4.17,39.15,78.89,487.53,87.06,1.37,40.6,86.04,487.55,88.8,1.87,43.16,99.49,625.05,81.16,2.96,38.25,90.77,2246.79,No
3.946,3.721,53.25,183.7,57.82,2.67,25.98,95.52,461.99,73.98,3.88,17.28,83.63,459.42,99.33,2.85,21.64,76.56,567.8,62.77,1.21,8.79,70.08,588.81,73.47,2.65,18.42,81.45,2078.02,No
1.679,2.805,25.68,391.4,74.4,2.75,4.81,80.84,443.2,86.77,1.19,25.84,78.39,621.37,77.02,2.54,28.65,82.47,683.01,86.48,3.24,38.85,94.87,574.44,81.17,2.43,24.54,84.14,2322.02,No
2.379,3.524,50.74,375.8,51.09,5.46,5.78,88.87,398.18,54.08,0.06,23.3,88.88,393.92,64.52,5.11,0.07,76.5,534.15,92.11,1.53,44.86,80.66,519.92,65.45,3.04,18.5,83.73,1846.17,No
3.113,3.062,51.94,207.1,79.79,3.12,16.92,72.38,484.74,64.0,4.35,41.03,76.92,402.98,100.0,4.15,39.32,74.32,675.29,90.67,0.91,3.07,78.86,456.3,83.62,3.13,25.08,75.62,2019.31,No
3.299,1.62,55.53,363.1,65.52,1.12,0.81,71.51,657.79,61.79,0.15,14.86,84.48,438.46,52.2,1.13,28.96,72.47,583.14,57.32,1.17,14.65,73.02,439.95,59.21,0.89,14.82,75.37,2119.34,No
3.657,1.532,25.25,344.6,98.68,5.14,7.6,75.9,609.79,91.13,2.17,16.62,73.46,432.31,78.42,0.62,5.1,77.04,541.47,52.28,3.0,41.43,70.73,611.62,80.13,2.73,17.69,74.28,2195.19,No
3.151,2.335,47.88,253.5,85.01,4.01,20.44,91.14,547.86,55.81,1.09,7.3,71.9,641.77,68.37,0.56,36.0,90.51,544.58,62.37,0.91,17.92,96.56,445.65,67.89,1.64,20.42,87.53,2179.86,No
1.606,3.595,27.63,145.9,61.89,2.67,34.49,77.42,578.82,54.52,2.79,3.88,76.34,512.56,88.07,4.46,15.75,73.56,480.26,75.27,5.22,43.41,89.12,506.51,69.94,3.78,24.38,79.11,2078.15,No
3.141,1.785,29.01,114.3,95.51,3.63,13.1,93.63,609.78,81.0,2.92,-4.6,77.75,415.9,83.12,1.49,17.51,80.6,428.7,97.92,5.6,-0.77,94.82,558.14,89.39,3.41,6.31,86.7,2012.52,No
2.196,1.638,48.3,294.3,50.6,0.67,29.96,71.91,699.74,65.57,0.53,32.99,85.73,489.99,70.3,0.13,28.13,80.97,642.76,81.41,3.91,34.64,88.93,532.02,66.97,1.31,31.43,81.88,2364.51,No
2.404,1.77,57.66,475.4,72.09,1.3,39.62,91.25,378.09,55.39,5.9,-3.09,78.48,580.69,59.22,1.39,12.65,78.09,676.26,75.01,1.67,10.65,71.2,393.52,65.43,2.56,14.96,79.76,2028.56,No
3.371,1.763,37.71,205.6,76.91,0.37,33.12,73.2,476.78,89.14,0.31,28.01,97.73,606.61,85.63,4.75,6.11,87.43,490.9,62.47,1.15,24.27,93.84,703.46,78.54,1.64,22.88,88.05,2277.75,No
2.591,2.222,36.18,101.6,98.22,3.1,23.63,89.98,674.07,80.4,4.57,17.44,81.14,683.68,93.27,0.83,22.13,90.51,406.35,96.48,3.12,27.27,75.35,474.16,92.09,2.9,22.62,84.24,2238.26,No
3.541,3.376,44.64,146.4,99.41,2.94,17.6,99.87,698.95,72.82,2.51,-0.2,97.8,691.42,65.5,4.52,33.14,76.84,605.12,62.75,4.74,2.69,90.07,497.25,75.12,3.68,13.31,91.14,2492.74,No
5.266,5.916,17.15,82.9,46.95,9.81,17.12,64.76,297.18,40.04,6.22,30.98,26.9,83.39,33.09,7.59,28.23,50.4,40.56,36.24,11.54,18.22,49.85,128.2,39.08,8.79,23.64,47.98,549.33,Yes
5.515,4.529,21.14,72.3,38.89,10.89,32.07,23.86,128.73,37.48,8.99,18.81,47.64,152.79,25.6,10.86,23.15,21.32,21.77,44.25,11.76,28.77,38.22,351.98,36.56,10.62,25.7,32.76,655.27,Yes
2.365,2.541,52.91,164.8,80.96,3.03,10.25,91.83,581.7,73.87,4.01,35.11,99.18,611.01,93.72,0.01,21.51,76.44,410.32,76.6,4.48,15.61,90.1,558.64,81.29,2.88,20.62,89.39,2161.67,No
2.233,2.889,56.47,218.0,98.3,2.84,0.05,71.65,502.0,62.94,5.06,31.88,96.54,595.97,71.77,1.62,24.16,88.54,522.36,96.83,3.84,36.87,88.61,493.7,82.46,3.34,23.24,86.34,2114.03,No
5.414,5.091,20.4,19.8,27.23,9.01,33.02,33.04,325.44,35.77,6.12,29.49,21.78,374.02,44.91,7.78,20.15,39.07,133.56,24.89,7.91,27.42,28.21,317.24,33.2,7.7,27.52,30.52,1150.26,Yes
4.863,5.306,18.6,1.6,32.5,6.74,16.6,57.77,3.56,48.36,9.09,34.66,22.9,218.82,23.97,11.06,22.22,33.02,321.58,24.99,6.1,22.81,52.73,95.38,32.46,8.25,24.07,41.6,639.34,Yes
5.328,4.366,16.4,58.3,49.4,6.58,20.71,63.47,27.1,45.04,9.15,23.17,35.48,111.42,22.23,11.31,29.48,53.49,299.53,20.28,9.71,24.2,59.12,115.97,34.24,9.19,24.39,52.89,554.02,Yes
3.285,1.633,51.61,330.6,91.66,1.31,36.66,72.84,526.44,59.97,5.26,30.25,70.76,378.57,64.56,0.86,26.52,89.91,728.23,97.6,3.95,-4.72,80.77,567.43,78.45,2.84,22.18,78.57,2200.67,No
2.392,2.23,32.66,429.5,60.46,5.54,28.37,96.91,582.75,84.53,3.72,36.56,95.08,596.17,81.63,5.53,41.49,89.93,377.91,55.22,5.15,-0.76,76.41,461.46,70.46,4.98,26.42,89.58,2018.29,No
2.933,2.994,52.62,119.3,73.32,5.54,44.56,75.74,701.47,57.31,5.05,8.86,98.79,635.81,69.96,1.69,6.76,90.42,710.92,87.75,5.01,34.07,99.37,659.18,72.08,4.32,23.56,91.08,2707.38,No
